id_departement;libelle_de_commune;annee;population;hypermarche;supermarche;grande_surface_de_bricolage;superette;epicerie;boulangerie;boucherie_charcuterie;produits_surgeles;poissonnerie;librairie_papeterie_journaux;magasin_de_vetements;magasin_d_equipements_du_foyer;magasin_de_chaussures;magasin_d_electromenager_et_de_mat_audio_video;magasin_de_meubles;magasin_d_articles_de_sports_et_de_loisirs;magasin_de_revetements_murs_et_sols;droguerie_quincaillerie_bricolage;parfumerie;horlogerie_bijouterie;fleuriste;magasin_d_optique;station_service
77;Larchant;2017;742;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
77;Larchant;2018;742;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
77;Larchant;2019;742;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
77;Larchant;2020;742;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
91;Lardy;1995;5528;0;0;0;1;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1
91;Lardy;1996;5528;0;0;0;1;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1
91;Lardy;1997;5528;0;0;0;1;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1
91;Lardy;1998;5528;0;0;0;1;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1
91;Lardy;1999;5528;0;0;0;1;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1
91;Lardy;2000;5528;0;0;0;1;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1
91;Lardy;2001;5528;0;0;0;1;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1
91;Lardy;2002;5528;0;0;0;1;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1
91;Lardy;2003;5528;0;0;0;1;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1
91;Lardy;2004;5528;0;0;0;1;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1
91;Lardy;2005;5528;0;0;0;1;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1
91;Lardy;2006;5528;0;0;0;1;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1
91;Lardy;2007;5528;0;0;0;1;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1
91;Lardy;2008;5528;0;0;0;1;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1
91;Lardy;2009;5528;0;0;0;1;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1
91;Lardy;2010;5528;0;0;0;1;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1
91;Lardy;2011;5528;0;0;0;1;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1
91;Lardy;2012;5528;0;0;0;1;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1
91;Lardy;2013;5528;0;0;0;1;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;1
